02:12;1;;;;;;
03:07;5;;;;;;
03:08;16;;;;;;
03:09;31;;;;;;
03:10;30;;;;;;
03:11;34;;;;;;
03:12;21;;;;;;
03:23;5;;;;;;
03:24;15;;;;;;
03:25;2;;;;;;
03:26;21;;;;;;
03:27;30;;;;;;
03:28;36;;;;;;
03:29;31;;;;;;
03:30;39;;;;;;
03:31;64;;;;;;
03:32;60;;;;;;
03:33;62;;;;;;
03:34;75;;;;;;
03:35;78;;;;;;
03:36;102;;;;;;
03:37;103;;;;;;
03:38;100;;;;;;
03:39;97;;;;;;
03:40;137;;;;;;
03:41;120;;;;;;
03:42;97;;;;;;
03:43;97;;;;;;
03:44;135;;;;;;
03:45;116;;;;;;
03:46;51;;;;;;
03:47;111;;;;;;
03:48;113;;;;;;
03:49;117;;;;;;
03:50;109;;;;;;
03:51;113;;;;;;
03:52;118;;;;;;
03:53;132;;;;;;
03:54;111;;;;;;
03:55;105;;;;;;
03:56;107;;;;;;
03:57;125;;;;;;
03:58;113;;;;;;
03:59;99;;;;;;
04:00;92;;;;;;
04:01;11;;;;;;
04:02;17;;;;;;
04:03;13;;;;;;
04:04;12;;;;;;
04:05;78;;;;;;
04:06;90;;;;;;
04:07;118;;;;;;
04:08;37;;;;;;
04:09;9;;;;;;
04:10;20;;;;;;
04:11;17;;;;;;
04:25;7;;;;;;
04:26;25;;;;;;
04:27;17;;;;;;
04:28;38;;;;;;
04:29;30;;;;;;
04:30;42;;;;;;
04:31;65;;;;;;
04:32;69;;;;;;
04:33;64;;;;;;
04:34;74;;;;;;
04:35;97;;;;;;
04:36;97;;;;;;
04:37;87;;;;;;
04:38;115;;;;;;
04:39;132;;;;;;
04:40;124;;;;;;
04:41;116;;;;;;
04:42;112;;;;;;
04:43;94;;;;;;
04:44;92;;;;;;
04:45;113;;;;;;
04:46;113;;;;;;
04:47;105;;;;;;
04:48;125;;;;;;
04:49;104;;;;;;
04:50;103;;;;;;
04:51;117;;;;;;
04:52;127;;;;;;
04:53;108;;;;;;
04:54;83;;;;;;
04:55;117;;;;;;
04:56;126;;;;;;
04:57;114;;;;;;
04:58;88;;;;;;
04:59;115;;;;;;
05:00;131;;;;;;
05:01;114;;;;;;
05:02;100;;;;;;
05:03;107;;;;;;
05:04;111;;;;;;
05:05;124;;;;;;
05:06;107;;;;;;
05:07;121;;;;;;
05:08;100;;;;;;
05:09;137;;;;;;
05:10;113;;;;;;
05:11;132;;;;;;
05:12;121;;;;;;
05:13;170;;;;;;
05:14;140;;;;;;
05:15;163;;;;;;
05:16;167;;;;;;
05:17;197;;;;;;
05:18;198;;;;;;
05:19;145;;;;;;
05:20;190;;;;;;
05:21;183;;;;;;
05:22;176;;;;;;
05:23;216;;;;;;
05:24;247;;;;;;
05:25;194;;;;;;
05:26;201;;;;;;
05:27;133;;;;;;
05:28;202;;;;;;
05:29;181;;;;;;
05:30;181;;;;;;
05:31;204;;;;;;
05:32;190;;;;;;
05:33;177;;;;;;
05:34;194;;;;;;
05:35;168;;;;;;
05:36;181;;;;;;
05:37;194;;;;;;
05:38;192;;;;;;
05:39;184;;;;;;
05:40;156;;;;;;
05:41;214;;;;;;
05:42;196;;;;;;
05:43;198;;;;;;
05:44;171;;;;;;
05:45;190;;;;;;
05:46;174;;;;;;
05:47;186;;;;;;
05:48;170;;;;;;
05:49;173;;;;;;
05:50;145;;;;;;
05:51;198;;;;;;
05:52;169;;;;;;
17:03;4;;;;;;
17:04;4;;;;;;
17:05;7;;;;;;
17:06;6;;;;;;
17:07;7;;;;;;
17:08;11;;;;;;
17:09;11;;;;;;
17:10;15;;;;;;
17:11;14;;;;;;
17:12;20;;;;;;
17:13;18;;;;;;
17:14;24;;;;;;
17:15;19;;;;;;
17:16;21;;;;;;
17:17;27;;;;;;
17:18;27;;;;;;
17:19;29;;;;;;
17:20;37;;;;;;
17:21;33;;;;;;
17:22;37;;;;;;
17:23;43;;;;;;
17:24;44;;;;;;
17:25;36;;;;;;
17:26;42;;;;;;
17:27;40;;;;;;
17:28;37;;;;;;
17:29;56;;;;;;
17:30;57;;;;;;
17:31;43;;;;;;
17:32;46;;;;;;
17:33;65;;;;;;
17:34;69;;;;;;
17:35;49;;;;;;
17:36;61;;;;;;
17:37;76;;;;;;
17:38;83;;;;;;
17:39;73;;;;;;
17:40;74;;;;;;
17:41;68;;;;;;
17:42;84;;;;;;
17:43;90;;;;;;
17:44;83;;;;;;
17:45;70;;;;;;
17:46;91;;;;;;
17:47;88;;;;;;
17:48;90;;;;;;
17:49;82;;;;;;
17:50;91;;;;;;
17:51;77;;;;;;
17:52;114;;;;;;
17:53;95;;;;;;
17:54;109;;;;;;
17:55;111;;;;;;
17:56;105;;;;;;
17:57;126;;;;;;
17:58;107;;;;;;
17:59;128;;;;;;
18:00;118;;;;;;
18:01;158;;;;;;
18:02;89;;;;;;
18:03;112;;;;;;
18:04;189;;;;;;
18:05;118;;;;;;
18:06;119;;;;;;
18:07;110;;;;;;
18:08;196;;;;;;
18:09;144;;;;;;
18:10;113;;;;;;
18:11;95;;;;;;
18:12;212;;;;;;
18:13;110;;;;;;
18:14;138;;;;;;
18:15;110;;;;;;
18:16;160;;;;;;
18:17;110;;;;;;
18:18;168;;;;;;
18:19;100;;;;;;
18:20;144;;;;;;
18:21;140;;;;;;
18:22;133;;;;;;
18:23;144;;;;;;
18:24;121;;;;;;
18:25;126;;;;;;
18:26;161;;;;;;
18:27;131;;;;;;
18:28;118;;;;;;
18:29;148;;;;;;
18:30;151;;;;;;
18:31;137;;;;;;
18:32;109;;;;;;
18:33;128;;;;;;
18:34;108;;;;;;
18:35;143;;;;;;
18:36;142;;;;;;
18:37;166;;;;;;
18:38;138;;;;;;
18:39;142;;;;;;
18:40;137;;;;;;
18:41;127;;;;;;
18:42;131;;;;;;
18:43;143;;;;;;
18:44;156;;;;;;
18:45;183;;;;;;
18:46;112;;;;;;
18:47;136;;;;;;
18:48;117;;;;;;
18:49;133;;;;;;
18:50;200;;;;;;
18:51;172;;;;;;
18:52;104;;;;;;
18:53;125;;;;;;
18:54;158;;;;;;
18:55;149;;;;;;
18:56;117;;;;;;
18:57;101;;;;;;
18:58;183;;;;;;
18:59;117;;;;;;
19:00;96;;;;;;
