0:00;0;4:47;777
0:00;0;4:48;848
0:00;0;4:49;700
0:00;0;4:50;672
0:00;0;4:51;756
0:00;0;4:52;858
0:00;0;4:53;689
0:00;0;4:54;643
0:00;0;4:55;740
0:00;0;4:56;845
0:00;0;4:57;757
0:00;0;4:58;675
0:00;0;4:59;711
0:00;0;5:00;844
0:00;0;5:01;785
0:00;0;5:02;664
0:00;0;5:03;715
0:00;0;5:04;767
0:00;0;5:05;850
0:00;0;5:06;637
0:00;0;5:07;760
0:00;0;5:08;734
0:00;0;5:09;884
0:00;0;5:10;722
0:00;0;5:11;847
0:00;0;5:12;1001
0:00;0;5:13;1085
0:00;0;5:14;943
0:00;0;5:15;1027
0:00;0;5:16;1171
0:00;0;5:17;1306
0:00;0;5:18;1179
0:00;0;5:19;1148
0:00;0;5:20;1279
0:00;0;5:21;1309
0:00;0;5:22;1210
0:00;0;5:23;1505
0:00;0;5:24;1763
0:00;0;5:25;1406
0:00;0;5:26;1357
0:00;0;5:27;1035
0:00;0;5:28;1306
0:00;0;5:29;1199
0:00;0;5:30;1237
0:00;0;5:31;1218
0:00;0;5:32;1252
0:00;0;5:33;1169
0:00;0;5:34;1240
0:00;0;5:35;1174
0:00;0;5:36;1226
0:00;0;5:37;1214
0:00;0;5:38;1227
0:00;0;5:39;1190
0:00;0;5:40;1108
0:00;0;5:41;1287
0:00;0;5:42;1318
0:00;0;5:43;1165
0:00;0;5:44;1177
0:00;0;5:45;1190
0:00;0;5:46;1135
0:00;0;5:47;1172
0:00;0;5:48;1170
0:00;0;5:49;1217
0:00;0;5:50;1188
0:00;0;5:51;1205
0:00;0;5:52;1001
0:00;0;17:03;8
0:00;0;17:04;19
0:00;0;17:05;40
0:00;0;17:06;50
0:00;0;17:07;60
0:00;0;17:08;66
0:00;0;17:09;90
0:00;0;17:10;93
0:00;0;17:11;115
0:00;0;17:12;113
0:00;0;17:13;128
0:00;0;17:14;149
0:00;0;17:15;164
0:00;0;17:16;167
0:00;0;17:17;192
0:00;0;17:18;198
0:00;0;17:19;201
0:00;0;17:20;211
0:00;0;17:21;247
0:00;0;17:22;252
0:00;0;17:23;255
0:00;0;17:24;259
0:00;0;17:25;287
0:00;0;17:26;304
0:00;0;17:27;303
0:00;0;17:28;315
0:00;0;17:29;344
0:00;0;17:30;357
0:00;0;17:31;354
0:00;0;17:32;365
0:00;0;17:33;376
0:00;0;17:34;403
0:00;0;17:35;415
0:00;0;17:36;410
0:00;0;17:37;436
0:00;0;17:38;452
0:00;0;17:39;476
0:00;0;17:40;458
0:00;0;17:41;470
0:00;0;17:42;483
0:00;0;17:43;539
0:00;0;17:44;535
0:00;0;17:45;492
0:00;0;17:46;551
0:00;0;17:47;559
0:00;0;17:48;607
0:00;0;17:49;557
0:00;0;17:50;599
0:00;0;17:51;609
0:00;0;17:52;667
0:00;0;17:53;639
0:00;0;17:54;758
0:00;0;17:55;664
0:00;0;17:56;702
0:00;0;17:57;812
0:00;0;17:58;666
0:00;0;17:59;727
0:00;0;18:00;795
0:00;0;18:01;1106
0:00;0;18:02;591
0:00;0;18:03;832
0:00;0;18:04;1133
0:00;0;18:05;829
0:00;0;18:06;758
0:00;0;18:07;806
0:00;0;18:08;1181
0:00;0;18:09;1053
0:00;0;18:10;728
0:00;0;18:11;716
0:00;0;18:12;1244
0:00;0;18:13;726
0:00;0;18:14;899
0:00;0;18:15;715
0:00;0;18:16;902
0:00;0;18:17;829
0:00;0;18:18;1057
0:00;0;18:19;699
0:00;0;18:20;875
0:00;0;18:21;935
0:00;0;18:22;791
0:00;0;18:23;975
0:00;0;18:24;824
0:00;0;18:25;755
0:00;0;18:26;1123
0:00;0;18:27;925
0:00;0;18:28;853
0:00;0;18:29;787
0:00;0;18:30;1041
0:00;0;18:31;901
0:00;0;18:32;796
0:00;0;18:33;708
0:00;0;18:34;700
0:00;0;18:35;969
0:00;0;18:36;968
0:00;0;18:37;958
0:00;0;18:38;878
0:00;0;18:39;973
0:00;0;18:40;948
0:00;0;18:41;770
0:00;0;18:42;828
0:00;0;18:43;1016
0:00;0;18:44;981
0:00;0;18:45;1106
0:00;0;18:46;705
0:00;0;18:47;901
0:00;0;18:48;880
0:00;0;18:49;956
0:00;0;18:50;1140
0:00;0;18:51;1011
0:00;0;18:52;728
0:00;0;18:53;821
0:00;0;18:54;919
0:00;0;18:55;942
0:00;0;18:56;858
0:00;0;18:57;723
0:00;0;18:58;1112
0:00;0;18:59;778
0:00;0;19:00;647
